"","X","pl.p","IBRA","IBRAsub","data.source","collecting.agency","planting","plot","measure.date","lat","long","year.planted","age","establishment","plot.type","planting.width","plot.area","geometry","width","aridity.index","carbon","clay","elevation.relief","elevation","nitrogen","phosphorus","ph","prec.annual","prec.season","prescott","sand","silt","slope","soil.depth","solar.annual","tmax.annual","tmin.annual","TWI","tot.ag.mass","biomass.area","plant.count","density","rare.rich","rare.rich.se","alpha","planting.old"
"326",326,"121.1","MDD","MDD02","CSIRO","SA DENR","121","1",2009,-35.1482,139.3298,1991,18,"TS","Planting",NA,0.1909,"Linear (variable, 30 m)",3,0.273909717798233,1.39442217350006,15.2808462778727,32.7386322021484,37,0.0805835947394371,0.0259056842575471,6.72124894460042,358,28,0.354822516441345,79.7556737263997,2.9071589310964,4.79801416397095,0.818511843681335,17.4285317564493,22.1,9.68333333333333,6.77305889129639,9518.104149,49859.1102619172,60,314.300680984809,3.99863368281536,0.0369391904674731,4,"CB1676"
"327",327,"122.1","MDD","MDD02","CSIRO","SA DENR","122","1",2009,-35.1465,139.3172,1991,18,"DS","Planting",NA,0.0956,"Block",5,0.273909717798233,0.945733964443207,12.2689193089803,35.3428993225098,18,0.0981044222911199,0.0224593138943116,6.99747705459595,358,28,0.364287883043289,80.7235488891602,3.47307221094767,5.87901496887207,0.860888183116913,17.2740629143653,22.1,9.675,7.77885961532593,11291.699281,118114.009215481,60,627.615062761506,10.4146715501377,1.28779594955976,14,"CB1845"
"328",328,"123.1","MDD","MDD02","CSIRO","SA DENR","123","1",2009,-34.8715,139.2061,1992,17,"DS","Planting",NA,0.1267,"Linear (5-6 rows, 20 m)",2,0.27914109826088,1.21402525901794,25.6226151784261,14.3623962402344,146,0.0852926274140676,0.0213703674574693,7.03909015655518,364,33,0.394433796405792,60.6443074544271,6.48472213745117,1.30212020874023,0.92249995470047,17.4046141996331,21.6833333333333,9.15,11.6465272903442,2470.481975,19498.6738358327,60,473.559589581689,8.69876484452806,1.06196823204669,11,"CB1905"
"329",329,"124.1","KAN","KAN02","CSIRO","SA DENR","124","1",2009,-34.9322,139.224,1992,17,"DS","Planting",NA,0.0966,"Block",5,0.230711042881012,1.63651740550995,18.7901681264242,29.7265625,13,0.047803957015276,0.0301575536529223,6.32152922948201,305,27,0.362212389707565,64.2193501790365,8.21681912740072,2.96214151382446,0.989605128765106,16.3856152800317,22.4166666666667,9.91666666666667,9.82304763793945,1649.895224,17079.6607039337,60,621.11801242236,4.75085120316848,0.463320205978801,5,"CB1966"
"330",330,"125.1","MDD","MDD02","CSIRO","SA DENR","125","1",2009,-35.0216,139.2693,1995,14,"TS","Planting",NA,0.0332,"Linear (3-4 rows, 10 m)",1,0.251141548156738,1.1833564043045,19.4997717539469,14.3802032470703,54,0.0835158576567968,0.0224996109803518,7.60193347930908,330,27,0.364406377077103,72.0465087890625,3.21690678596497,0.633421421051025,0.879125952720642,17.3427861930322,22.1333333333333,9.575,10.0170021057129,2581.055472,77742.6346987952,60,1807.22891566265,5.98540969323037,0.119983104317268,6,"CB2026"
"331",331,"126.1","KAN","KAN02","SA DENR",NA,"126","1",2009,-35.126,139.2313,1980,29,NA,"Planting",NA,0.022,"2 rows",NA,0.280837863683701,1.44658088684082,12.4440177281698,39.1487617492676,65,0.0757845963040988,0.0246380275736252,6.52626752853394,362,28,0.379459410905838,78.4832560221354,5.24656009674072,2.98764562606812,0.830888390541077,17.2473906294728,21.8416666666667,9.54166666666667,9.29532241821289,1641.77,74625.9090909091,36,1636.36363636364,1,0,1,"CC0001"
"332",332,"127.1","MDD","MDD02","CSIRO","SA DENR","127","1",2009,-35.1271,139.2312,1980,29,"DS","Planting",NA,0.0465,"Linear (3 rows, 35 m)",4,0.280837863683701,1.54984426498413,12.8579963048299,36.8450775146484,72,0.0812858715653419,0.0242518664648135,6.68210728963216,362,28,0.380788832902908,75.787483215332,5.70139932632446,2.45899558067322,0.856776356697083,17.2473906294728,21.8416666666667,9.54166666666667,10.1971473693848,1260.943456,27117.0635698925,60,1290.32258064516,6.20635264019262,1.00242457261533,8,"CC0036"
"333",333,"128.1","MDD","MDD02","CSIRO","SA DENR","128","1",2009,-35.1199,139.1448,1976,33,"TS","Planting",NA,0.2819,"Block",5,0.291993707418442,1.36589825153351,17.4843527475993,15.2015228271484,105,0.0789325597385565,0.0193419735878706,6.49645535151164,372,29,0.433562576770782,75.8595326741536,2.8836407661438,2.07613468170166,0.850604236125946,16.9148207670326,21.5583333333333,9.46666666666667,8.42526054382324,15331.962856,54387.9491167081,60,212.841433132316,2.99984059737371,0.701151361989557,4,"CC0096"
"334",334,"129.1","MDD","MDD02","CSIRO","SA DENR","129","1",2009,-35.1375,139.1336,1976,33,"TS","Planting",NA,0.2198,"Block",5,0.296383649110794,1.40365278720856,27.8484172821045,6.91022491455078,102,0.0788364658753077,0.0162108180423578,7.08330281575521,377,30,0.436344295740128,61.9175504048665,4.59330654144287,0.819299459457397,0.885181486606598,17.0577025061418,21.5,9.46666666666667,9.24780464172363,16893.526942,76858.6303093722,60,272.975432211101,8.66945140153122,1.07080635464634,11,"CC0196"
"335",335,"130.1","MDD","MDD02","CSIRO","SA DENR","130","1",2009,-35.1353,139.1229,1976,33,"TS","Planting",NA,0.2587,"Block",5,0.302839130163193,1.41648602485657,28.3220278422038,5.69821929931641,108,0.0822994435826937,0.0172319070746501,7.12870200475057,384,30,0.445976912975311,61.0981953938802,3.71219809850057,0.758475005626678,0.916159093379974,17.1423213424323,21.45,9.43333333333333,9.2516622543335,6327.505931,24458.8555508311,60,231.928875144956,7.52445592715398,1.14429916711024,10,"CC0256"
"336",336,"131.1","KAN","KAN02","CSIRO","SA DENR","131","1",2009,-35.1284,139.0969,1976,33,"TS","Planting",NA,0.2318,"Block",5,0.317208558320999,1.38794386386871,27.8392505645752,9.33596801757812,139,0.0954714417457581,0.0234013001124064,6.45928430557251,400,31,0.466793328523636,58.5813484191895,7.73232316970825,0.355977594852448,0.942609846591949,17.1692291420464,21.2583333333333,9.275,14.5256843566895,12350.312886,53280.0383347714,60,258.843830888697,7.2564644111044,0.986711319168518,9,"CC0318"
"337",337,"132.1","KAN","KAN02","CSIRO","SA DENR","132","1",2009,-35.1224,139.0747,1976,33,"TS","Planting",NA,0.266,"Block",5,0.347410351037979,1.59148526191711,21.6770197550456,26.5002136230469,185,0.0908804809053739,0.0232835343728463,5.63637288411458,436,34,0.455301582813263,66.1430397033691,7.43184343973796,2.86688709259033,0.825089275836945,16.7246716472511,20.9666666666667,9,9.16819000244141,11499.853223,43232.5309135338,60,225.563909774436,7.69690090654739,1.06476742490812,10,"CC0388"
"338",338,"133.1","MDD","MDD03","CSIRO","SA DENR","133","1",2009,-35.3909,139.0242,1992,17,"TS","Planting",NA,0.0579,"Linear (3-4 rows, 10 m)",1,0.332778692245483,2.89926171302795,25.8454214731852,3.7675507068634,4,0.102724062899748,0.0185079885025819,7.11939922968547,400,34,0.394282460212708,61.5088361104329,6.25185267130534,0.603809893131256,0.926967322826385,16.9335180329598,21.1666666666667,10.3666666666667,9.87747764587402,3537.704521,61100.2507944732,36,621.761658031088,7.61903067678684,0.553507956060666,8,"CC0448"
"339",339,"134.1","MDD","MDD02","CSIRO","SA DENR","134","1",2009,-35.4022,138.9714,1992,17,"DS","Planting",NA,0.039,"Block",5,0.350463360548019,1.2985680103302,17.3447618484497,8.15740299224854,9,0.078132792065541,0.0167184189582864,7.07376559575399,416,36,0.419877499341965,76.8452402750651,2.46853431065877,1.38810884952545,0.822823882102966,17.0432308005233,21,10.4083333333333,9.27632617950439,2358.063826,60463.175025641,60,1538.46153846154,10.7545413997078,1.24084575731659,14,"CC0484"
"340",340,"135.1","MDD","MDD02","CSIRO","SA DENR","135","1",2009,-35.296,139.0543,1990,19,"DS","Planting",NA,0.0086,"Block",5,0.316855758428574,1.57780432701111,24.5030835469564,2.74166297912598,20,0.0998880714178085,0.0282382151732842,6.96741676330566,391,30,0.401152521371841,59.7387504577637,4.28591259320577,0.294440269470215,0.940837442874908,17.0659523981381,21.4083333333333,10.15,9.00961685180664,375.26253,43635.1779069768,60,6976.74418604651,5.7423769357632,1.05157569971253,8,"CC0544"
"341",341,"136.1","NCP","NCP04","CSIRO","SA DENR","136","1",2009,-35.8813,139.8779,1992,17,"DS","Planting",NA,0.0993,"Block",5,0.369873821735382,0.671736001968384,3.19966149330139,4.27314567565918,24,0.0647326993445555,0.0137057797983289,6.37689399719238,469,39,0.520962655544281,94.7925033569336,2.05705316861471,1.01888132095337,0.943572402000427,17.2426634075943,21.5416666666667,9.48333333333333,7.86748743057251,8602.28861,86629.2911379658,60,604.229607250755,4.76271177090357,0.869177484739496,6,"CC0772"
"342",342,"137.1","MDD","MDD02","CSIRO","SA DENR","137","1",2009,-35.172,139.8614,1997,12,"TS","Planting",NA,0.1677,"Linear (2-3 rows, 10 m)",1,0.27650111913681,1.03682386875153,14.012193997701,16.7668228149414,95,0.0638670263191064,0.0166483828797936,7.07699648539225,373,29,0.424877613782883,81.8829523722331,2.7156457901001,1.2719384431839,0.876296937465668,17.766924166223,22.2666666666667,8.94166666666667,9.59772109985352,5681.514585,33879.0374776386,60,357.78175313059,5.51694914537487,0.909617004201939,7,"CC0958"
"343",343,"138.1","MDD","MDD02","SA DENR",NA,"138","1",2009,-35.0261,140.1302,2001,8,NA,"Planting",NA,0.028,"2 rows",NA,0.231698647141457,1.00085544586182,17.6984141667684,2.41592407226562,55,0.0528115381797155,0.0304973305513461,7.31549787521362,326,27,0.365327656269073,70.0675226847331,5.24041350682576,0.2420853972435,1.10385596752167,18.1197969040897,23.0166666666667,9.01666666666667,11.7063274383545,960.1,34289.2857142857,36,1285.71428571429,1,0,1,"CC0989"
"344",344,"139.1","MDD","MDD02","SA DENR",NA,"139","1",2009,-35.0219,140.1306,2001,8,NA,"Planting",NA,0.026,"2 rows",NA,0.234375,1.01270413398743,15.8619648615519,11.0398788452148,60,0.0591641552746296,0.0259479203571876,7.19768047332764,330,27,0.36857283115387,71.8946762084961,5.41954231262207,0.633784532546997,1.06316065788269,17.7890409252661,22.9583333333333,8.95,9.94547462463379,954.02,36693.0769230769,36,1384.61538461538,1,0,1,"CC1025"
"345",345,"140.1","MDD","MDD02","CSIRO","SA DENR","140","1",2009,-34.9701,139.8299,1993,16,"TS","Planting",NA,0.1431,"Linear (2-3 rows, 12 m)",2,0.251461982727051,0.943221926689148,16.1340208053589,22.7410583496094,104,0.0659372061491013,0.0178500016530355,7.40049966176351,344,28,0.382088005542755,77.4856465657552,3.70003620783488,1.61461615562439,0.919950067996979,18.0102567660756,22.4666666666667,8.90833333333333,9.50610256195068,4962.714801,34680.0475262055,60,419.287211740042,9.59904780557668,0.56057184915225,10,"CC1061"
"346",346,"141.1","KAN","KAN02","CSIRO","SA DENR","141","1",2009,-35.1226,139.0118,1976,33,"DS","Planting",NA,0.021,"Block",5,0.34692245721817,1.83471250534058,21.3528175354004,33.2859039306641,175,0.0988156509896119,0.0264063769330581,5.73727258046468,434,34,0.518508553504944,68.5642852783203,8.82575098673503,2.07935976982117,0.763387262821198,17.5311322749602,21.1166666666667,9.31666666666667,6.6395115852356,623.200858,29676.2313333333,60,2857.14285714286,2.9894574649258,0.102216228715346,3,"CC1121"
"347",347,"142.1","MDD","MDD02","CSIRO","SA DENR","142","1",2009,-34.96,139.8331,1992,17,"DS","Planting",NA,0.078,"Linear (3-4 rows, 20 m)",2,0.245997086167336,0.7460578083992,12.1624434789022,21.6816101074219,93,0.0628021371861299,0.0187878335515658,7.31009308497111,338,27,0.381067365407944,82.7890040079753,3.41667699813843,3.13820886611938,0.938939809799194,18.1160390061456,22.5583333333333,8.99166666666667,9.49350833892822,5569.901413,71408.992474359,60,769.230769230769,9.33648611047362,0.966028565244118,11,"CC1181"
"348",348,"143.1","NCP","NCP04","CSIRO","SA DENR","143","1",2009,-36.0317,140.2555,1990,19,"DS","Planting",NA,0.0294,"Linear (5? rows, 40 m)",4,0.359848499298096,0.764814615249634,3.56816299756368,5.17227172851562,32,0.0560911657909552,0.0126606378083428,6.36275863647461,475,38,0.49804562330246,94.3489990234375,2.32321739196777,0.679869115352631,1.0155336856842,17.2810610898584,21.9416666666667,9.075,9.57877159118652,3081.633906,104817.479795918,60,2040.81632653061,9.03686520830141,1.00874759618827,11,"CC1241"
"349",349,"144.1","NCP","NCP04","CSIRO","SA DENR","144","1",2009,-36.0219,140.2564,1990,19,"DS","Planting",NA,0.0474,"Block",5,0.359848499298096,0.797841131687164,4.09556412696838,4.71691513061523,29,0.0579769499599934,0.0130322842548291,6.3726437886556,475,38,0.501594007015228,93.3871281941732,2.28923622767131,0.339998364448547,1.03841257095337,17.2934871686385,21.95,9.06666666666667,10.0769901275635,9023.337358,190365.767046414,60,1265.82278481013,9.06616119963283,0.816324091832954,10,"CC1301"
"350",350,"145.1","KAN","KAN02","CSIRO","SA DENR","145","1",2009,-35.1255,139.0388,1976,33,"TS","Planting",NA,0.2275,"Block",5,0.306592524051666,1.56830739974976,25.0213584899902,16.8158187866211,89,0.0976572781801224,0.0336477564026912,6.83955462773641,386,31,0.476798743009567,63.5262959798177,8.50138219197591,1.67961168289185,0.883936643600464,17.1510206204597,21.4416666666667,9.63333333333333,8.18071556091309,9297.259473,40867.0746065934,60,263.736263736264,2.99472581639605,0.0724318121979545,3,"CC1361"
"351",351,"146.1","MDD","MDD02","CSIRO","SA DENR","146","1",2009,-35.3186,139.3978,1993,16,"TS","Planting",NA,0.1132,"Block",5,0.306250005960464,0.653040111064911,8.02835750579834,19.6253967285156,16,0.0998235270380974,0.0206227550903956,7.0880085627238,392,31,0.387253433465958,89.5359547932943,2.29019498825073,2.66744184494019,0.84523069858551,17.1058075239694,21.8833333333333,9.81666666666667,7.73033905029297,2652.270834,23429.9543639576,60,530.035335689046,10.7138093128075,1.25524275422796,14,"CC1421"
"352",352,"147.1","MDD","MDD02","SA DENR",NA,"147","1",2008,-34.5601,140.3608,1998,10,NA,"Planting",NA,0.085,">8 rows",NA,0.189986288547516,0.787569344043732,12.3286739985148,6.00785446166992,49,0.0516323099533717,0.0202065110206604,7.41810909907023,277,22,0.308924853801727,84.1664326985677,2.99406711260478,0.462645888328552,1.17741823196411,18.4320222741905,23.7333333333333,9.31666666666667,9.60487747192383,1709.59,20112.8235294118,29,341.176470588235,1,0,1,"CN724"
"353",353,"148.1","MDD","MDD02","SA DENR",NA,"148","1",2008,-34.5603,140.361,1994,14,NA,"Planting",NA,0.049,">8 rows",NA,0.189986288547516,0.799654483795166,12.2531859079997,4.28342056274414,49,0.0530347501238187,0.0229279088477294,7.40670379002889,277,22,0.309094905853271,85.2851206461589,3.00364677111308,0.309728235006332,1.16714453697205,18.4320222741905,23.7333333333333,9.31666666666667,10.4735250473022,3319.8,67751.0204081633,28,571.428571428571,1,0,1,"CN833"
"354",354,"149.1","MDD","MDD02","SA DENR",NA,"149","1",2008,-34.5598,140.3619,1995,13,NA,"Planting",NA,0.036,">8 rows",NA,0.189986288547516,0.827147722244263,12.7459554672241,3.52392196655273,50,0.0483719830711683,0.0209362773845593,7.39973910649617,277,22,0.309547543525696,83.9850565592448,3.34719530741374,0.355186134576797,1.17928075790405,18.4320222741905,23.7333333333333,9.31666666666667,10.3925514221191,790.84,21967.7777777778,30,833.333333333333,1,0,1,"CN861"
"355",355,"150.1","MDD","MDD02","SA DENR",NA,"150","1",2008,-34.562,140.3623,1994,14,NA,"Planting",NA,0.065,">8 rows",NA,0.189986288547516,0.790571510791779,13.5048948923747,4.6704216003418,51,0.0482523627579212,0.0206424898157517,7.39528115590413,277,22,0.308899760246277,85.1574249267578,3.02437925338745,0.358508288860321,1.17173290252686,18.4320222741905,23.7333333333333,9.31666666666667,11.0958957672119,3618.89,55675.2307692308,30,461.538461538462,1,0,1,"CN891"
"356",356,"151.1","MDD","MDD02","SA DENR",NA,"151","1",2008,-34.5614,140.3613,1995,13,NA,"Planting",NA,0.083,">8 rows",NA,0.189986288547516,0.807056069374084,12.2366406122843,4.24712753295898,50,0.0503088049590588,0.0182211833695571,7.37584145863851,277,22,0.309091061353683,84.9546686808268,3.17960262298584,0.461024552583694,1.2050199508667,18.4320222741905,23.7333333333333,9.31666666666667,10.4941701889038,5584.22,67279.7590361446,30,361.44578313253,1,0,1,"CN921"
"357",357,"152.1","NSS","NSS02","CSIRO","Lachlan","152","1",2008,-33.2648,147.3032,1996,12,"TS","Planting","~40 m wide",0.075,"Linear (4? rows, 20 m)",2,0.337031900882721,1.71458172798157,38.5048967997233,1.40341186523438,199,0.0880798039336999,0.031338831409812,6.37081782023112,486,17,0.44097563624382,49.8657061258952,13.485894203186,0.205536127090454,1.06476891040802,19.2082789563005,23.9583333333333,10.8666666666667,10.2172613143921,1854.080187,24721.06916,21,280,3,0,3,"Con-TS1"
"358",358,"152.2","NSS","NSS02","CSIRO","Lachlan","152","2",2008,-33.2648,147.3032,1996,12,"TS","Planting","~40 m wide",0.075,"Linear (4? rows, 20 m)",2,0.337031900882721,1.71458172798157,38.5048967997233,1.40341186523438,199,0.0880798039336999,0.031338831409812,6.37081782023112,486,17,0.44097563624382,49.8657061258952,13.485894203186,0.205536127090454,1.06476891040802,19.2082789563005,23.9583333333333,10.8666666666667,10.2172613143921,1859.131582,24788.4210933333,21,280,4,0,4,"Con-TS1"
"359",359,"152.3","NSS","NSS02","CSIRO","Lachlan","152","3",2008,-33.2648,147.3032,1996,12,"TS","Planting","~40 m wide",0.075,"Linear (4? rows, 20 m)",2,0.337031900882721,1.71458172798157,38.5048967997233,1.40341186523438,199,0.0880798039336999,0.031338831409812,6.37081782023112,486,17,0.44097563624382,49.8657061258952,13.485894203186,0.205536127090454,1.06476891040802,19.2082789563005,23.9583333333333,10.8666666666667,10.2172613143921,2360.976403,31479.6853733333,21,280,5,0,5,"Con-TS1"
"360",360,"153.1","NSS","NSS02","CSIRO","Lachlan","153","1",2008,-33.2326,147.1944,2003,5,"TS","Planting","4 m spacing between rows",0.112,"Linear (? rows, 35 m)",4,0.334256052970886,2.0189471244812,29.6260007222493,6.59248352050781,191,0.097602109114329,0.0292902700603008,5.7523299853007,483,17,0.441960155963898,60.4925053914388,10.0031579335531,0.741025865077972,1.0776150226593,19.223355719434,23.9833333333333,10.9083333333333,12.2849607467651,290.475942,2593.53519642857,36,321.428571428571,9.44397759103641,0.654690071785712,10,"Con-TS2"
"361",361,"153.2","NSS","NSS02","CSIRO","Lachlan","153","2",2008,-33.2326,147.1944,2003,5,"TS","Planting","4 m spacing between rows",0.112,"Linear (? rows, 35 m)",4,0.334256052970886,2.0189471244812,29.6260007222493,6.59248352050781,191,0.097602109114329,0.0292902700603008,5.7523299853007,483,17,0.441960155963898,60.4925053914388,10.0031579335531,0.741025865077972,1.0776150226593,19.223355719434,23.9833333333333,10.9083333333333,12.2849607467651,186.753594,1667.44280357143,35,312.5,8.83269671504966,0.378621704466125,9,"Con-TS2"
"362",362,"153.3","NSS","NSS02","CSIRO","Lachlan","153","3",2008,-33.2326,147.1944,2003,5,"TS","Planting","4 m spacing between rows",0.112,"Linear (? rows, 35 m)",4,0.334256052970886,2.0189471244812,29.6260007222493,6.59248352050781,191,0.097602109114329,0.0292902700603008,5.7523299853007,483,17,0.441960155963898,60.4925053914388,10.0031579335531,0.741025865077972,1.0776150226593,19.223355719434,23.9833333333333,10.9083333333333,12.2849607467651,248.46331,2218.42241071429,40,357.142857142857,7.9186727213043,0.2758664071028,8,"Con-TS2"
"363",363,"154.1","NSS","NSS01","CSIRO","Lachlan","154","1",2008,-33.7067,148.8421,2000,8,"TS","Planting","Spacing 4 m x 4 m",0.09,"Block",5,0.536337196826935,3.80250835418701,26.0442142486572,58.7897338867188,481,0.174254355331262,0.0422227121889591,5.14341815312703,738,14,0.770341038703918,54.2015533447266,16.3977365493774,6.92148113250732,0.954889237880707,18.258045742993,21.6583333333333,7.34166666666667,8.38667964935303,2871.776086,31908.6231777778,37,411.111111111111,6.61711109505227,0.54906156152566,7,"Cow-TS1"
